Season,Season_encoded,Team,Matches_Played,Home_Matches,Away_Matches,Wins,Draws,Losses,Home_Wins,Away_Wins,Points,Points_Per_Game,Goals_Scored,Goals_Conceded,Goal_Difference,Avg_Goals_Scored,Avg_Goals_Conceded,Total_Shots,Total_Shots_On_Target,Avg_Shots,Avg_Shots_On_Target,Shot_Accuracy,Clean_Sheets,Clean_Sheet_Rate,Yellow_Cards,Red_Cards,Fouls,Corners,Avg_Corners,Win_Rate,Home_Win_Rate,Away_Win_Rate,Final_Position,Team_encoded
2003-04,3,Everton,38,19,19,9,12,17,8,1,39,1.0263157894736843,45,57,-12,1.1842105263157894,1.5,430.0,215.0,11.31578947368421,5.657894736842105,50.0,10,0.2631578947368421,53.0,3.0,458.0,242.0,6.368421052631579,0.23684210526315788,0.42105263157894735,0.05263157894736842,17,17
2003-04,3,Leicester,38,19,19,6,15,17,3,3,33,0.868421052631579,48,65,-17,1.263157894736842,1.7105263157894737,366.0,214.0,9.631578947368421,5.631578947368421,58.46994535519126,9,0.23684210526315788,59.0,7.0,523.0,208.0,5.473684210526316,0.15789473684210525,0.15789473684210525,0.15789473684210525,18,23
2003-04,3,Leeds,38,19,19,8,9,21,5,3,33,0.868421052631579,40,79,-39,1.0526315789473684,2.0789473684210527,362.0,181.0,9.526315789473685,4.7631578947368425,50.0,3,0.07894736842105263,71.0,5.0,542.0,199.0,5.2368421052631575,0.21052631578947367,0.2631578947368421,0.15789473684210525,19,22
2003-04,3,Wolves,38,19,19,7,12,19,7,0,33,0.868421052631579,38,77,-39,1.0,2.026315789473684,398.0,191.0,10.473684210526315,5.026315789473684,47.98994974874372,7,0.18421052631578946,66.0,2.0,462.0,178.0,4.684210526315789,0.18421052631578946,0.3684210526315789,0.0,20,45
2004-05,4,Chelsea,38,19,19,29,8,1,14,15,95,2.5,72,15,57,1.894736842105263,0.39473684210526316,533.0,304.0,14.026315789473685,8.0,57.035647279549714,25,0.6578947368421053,53.0,0.0,474.0,236.0,6.2105263157894735,0.7631578947368421,0.7368421052631579,0.7894736842105263,1,13
2004-05,4,Arsenal,38,19,19,25,8,5,13,12,83,2.1842105263157894,87,36,51,2.289473684210526,0.9473684210526315,479.0,299.0,12.605263157894736,7.868421052631579,62.421711899791234,16,0.42105263157894735,46.0,1.0,444.0,203.0,5.342105263157895,0.6578947368421053,0.6842105263157895,0.631578947368421,2,0
2004-05,4,Man United,38,19,19,22,11,5,12,10,77,2.026315789473684,58,26,32,1.5263157894736843,0.6842105263157895,617.0,334.0,16.236842105263158,8.789473684210526,54.13290113452188,19,0.5,49.0,5.0,471.0,294.0,7.7368421052631575,0.5789473684210527,0.631578947368421,0.5263157894736842,3,27
2004-05,4,Everton,38,19,19,18,7,13,12,6,61,1.605263157894737,45,46,-1,1.1842105263157894,1.2105263157894737,382.0,185.0,10.052631578947368,4.868421052631579,48.42931937172775,13,0.34210526315789475,55.0,4.0,516.0,190.0,5.0,0.47368421052631576,0.631578947368421,0.3157894736842105,4,17
2004-05,4,Liverpool,38,19,19,17,7,14,12,5,58,1.5263157894736843,52,41,11,1.368421052631579,1.0789473684210527,490.0,241.0,12.894736842105264,6.342105263157895,49.183673469387756,7,0.18421052631578946,44.0,2.0,440.0,220.0,5.7894736842105265,0.4473684210526316,0.631578947368421,0.2631578947368421,5,24
2004-05,4,Bolton,38,19,19,16,10,12,9,7,58,1.5263157894736843,49,44,5,1.2894736842105263,1.1578947368421053,480.0,254.0,12.631578947368421,6.684210526315789,52.916666666666664,8,0.21052631578947367,57.0,2.0,540.0,206.0,5.421052631578948,0.42105263157894735,0.47368421052631576,0.3684210526315789,6,5
2004-05,4,Middlesbrough,38,19,19,14,13,11,9,5,55,1.4473684210526316,53,46,7,1.394736842105263,1.2105263157894737,452.0,259.0,11.894736842105264,6.815789473684211,57.30088495575221,11,0.2894736842105263,53.0,2.0,474.0,194.0,5.105263157894737,0.3684210526315789,0.47368421052631576,0.2631578947368421,7,28
2004-05,4,Man City,38,19,19,13,13,12,8,5,52,1.368421052631579,47,39,8,1.236842105263158,1.0263157894736843,400.0,210.0,10.526315789473685,5.526315789473684,52.5,11,0.2894736842105263,44.0,3.0,479.0,234.0,6.157894736842105,0.34210526315789475,0.42105263157894735,0.2631578947368421,8,26
2004-05,4,Tottenham,38,19,19,14,10,14,9,5,52,1.368421052631579,47,41,6,1.236842105263158,1.0789473684210527,455.0,249.0,11.973684210526315,6.552631578947368,54.72527472527473,13,0.34210526315789475,56.0,1.0,444.0,195.0,5.131578947368421,0.3684210526315789,0.47368421052631576,0.2631578947368421,9,40
2004-05,4,Aston Villa,38,19,19,12,11,15,8,4,47,1.236842105263158,45,52,-7,1.1842105263157894,1.368421052631579,397.0,207.0,10.447368421052632,5.447368421052632,52.141057934508815,11,0.2894736842105263,56.0,2.0,580.0,215.0,5.657894736842105,0.3157894736842105,0.42105263157894735,0.21052631578947367,10,1
2004-05,4,Charlton,38,19,19,12,10,16,8,4,46,1.2105263157894737,42,58,-16,1.105263157894737,1.5263157894736843,315.0,173.0,8.289473684210526,4.552631578947368,54.920634920634924,12,0.3157894736842105,38.0,3.0,460.0,170.0,4.473684210526316,0.3157894736842105,0.42105263157894735,0.21052631578947367,11,12
2004-05,4,Birmingham,38,19,19,11,12,15,8,3,45,1.1842105263157894,40,46,-6,1.0526315789473684,1.2105263157894737,359.0,179.0,9.447368421052632,4.7105263157894735,49.86072423398329,9,0.23684210526315788,63.0,3.0,528.0,191.0,5.026315789473684,0.2894736842105263,0.42105263157894735,0.15789473684210525,12,2
2004-05,4,Fulham,38,19,19,12,8,18,8,4,44,1.1578947368421053,52,60,-8,1.368421052631579,1.5789473684210527,350.0,183.0,9.210526315789474,4.815789473684211,52.28571428571429,8,0.21052631578947367,57.0,7.0,489.0,182.0,4.7894736842105265,0.3157894736842105,0.42105263157894735,0.21052631578947367,13,18
2004-05,4,Newcastle,38,19,19,10,14,14,7,3,44,1.1578947368421053,47,57,-10,1.236842105263158,1.5,485.0,255.0,12.763157894736842,6.7105263157894735,52.57731958762887,6,0.15789473684210525,58.0,5.0,489.0,236.0,6.2105263157894735,0.2631578947368421,0.3684210526315789,0.15789473684210525,14,29
2004-05,4,Blackburn,38,19,19,9,15,14,5,4,42,1.105263157894737,32,43,-11,0.8421052631578947,1.131578947368421,435.0,210.0,11.447368421052632,5.526315789473684,48.275862068965516,15,0.39473684210526316,73.0,5.0,593.0,213.0,5.605263157894737,0.23684210526315788,0.2631578947368421,0.21052631578947367,15,3
2004-05,4,Portsmouth,38,19,19,10,9,19,8,2,39,1.0263157894736843,43,59,-16,1.131578947368421,1.5526315789473684,380.0,191.0,10.0,5.026315789473684,50.26315789473684,5,0.13157894736842105,54.0,2.0,456.0,175.0,4.605263157894737,0.2631578947368421,0.42105263157894735,0.10526315789473684,16,32
2004-05,4,West Brom,38,19,19,6,16,16,5,1,34,0.8947368421052632,36,61,-25,0.9473684210526315,1.605263157894737,341.0,183.0,8.973684210526315,4.815789473684211,53.665689149560116,7,0.18421052631578946,41.0,5.0,500.0,189.0,4.973684210526316,0.15789473684210525,0.2631578947368421,0.05263157894736842,17,42
2004-05,4,Crystal Palace,38,19,19,7,12,19,6,1,33,0.868421052631579,41,62,-21,1.0789473684210527,1.631578947368421,342.0,182.0,9.0,4.7894736842105265,53.216374269005854,10,0.2631578947368421,57.0,3.0,526.0,189.0,4.973684210526316,0.18421052631578946,0.3157894736842105,0.05263157894736842,18,15
2004-05,4,Norwich,38,19,19,7,12,19,7,0,33,0.868421052631579,42,77,-35,1.105263157894737,2.026315789473684,365.0,183.0,9.605263157894736,4.815789473684211,50.136986301369866,6,0.15789473684210525,34.0,2.0,523.0,187.0,4.921052631578948,0.18421052631578946,0.3684210526315789,0.0,19,30
2004-05,4,Southampton,38,19,19,6,14,18,5,1,32,0.8421052631578947,45,66,-21,1.1842105263157894,1.736842105263158,384.0,189.0,10.105263157894736,4.973684210526316,49.21875,7,0.18421052631578946,43.0,2.0,490.0,176.0,4.631578947368421,0.15789473684210525,0.2631578947368421,0.05263157894736842,20,36
2005-06,5,Chelsea,38,19,19,29,4,5,18,11,91,2.3947368421052633,72,22,50,1.894736842105263,0.5789473684210527,514.0,277.0,13.526315789473685,7.2894736842105265,53.89105058365759,20,0.5263157894736842,63.0,5.0,434.0,224.0,5.894736842105263,0.7631578947368421,0.9473684210526315,0.5789473684210527,1,13
2005-06,5,Man United,38,19,19,25,8,5,13,12,83,2.1842105263157894,72,34,38,1.894736842105263,0.8947368421052632,555.0,286.0,14.605263157894736,7.526315789473684,51.53153153153153,18,0.47368421052631576,60.0,2.0,486.0,221.0,5.815789473684211,0.6578947368421053,0.6842105263157895,0.631578947368421,2,27
2005-06,5,Liverpool,38,19,19,25,7,6,15,10,82,2.1578947368421053,57,25,32,1.5,0.6578947368421053,563.0,283.0,14.81578947368421,7.447368421052632,50.26642984014209,22,0.5789473684210527,50.0,5.0,438.0,234.0,6.157894736842105,0.6578947368421053,0.7894736842105263,0.5263157894736842,3,24
2005-06,5,Arsenal,38,19,19,20,7,11,14,6,67,1.763157894736842,68,31,37,1.7894736842105263,0.8157894736842105,462.0,274.0,12.157894736842104,7.2105263157894735,59.307359307359306,16,0.42105263157894735,55.0,2.0,479.0,211.0,5.552631578947368,0.5263157894736842,0.7368421052631579,0.3157894736842105,4,0
2005-06,5,Tottenham,38,19,19,18,11,9,12,6,65,1.7105263157894737,53,38,15,1.394736842105263,1.0,411.0,234.0,10.81578947368421,6.157894736842105,56.934306569343065,13,0.34210526315789475,52.0,5.0,466.0,210.0,5.526315789473684,0.47368421052631576,0.631578947368421,0.3157894736842105,5,40
2005-06,5,Blackburn,38,19,19,19,6,13,13,6,63,1.6578947368421053,51,42,9,1.3421052631578947,1.105263157894737,384.0,183.0,10.105263157894736,4.815789473684211,47.65625,16,0.42105263157894735,76.0,6.0,568.0,230.0,6.052631578947368,0.5,0.6842105263157895,0.3157894736842105,6,3
2005-06,5,Newcastle,38,19,19,17,7,14,11,6,58,1.5263157894736843,47,42,5,1.236842105263158,1.105263157894737,370.0,208.0,9.736842105263158,5.473684210526316,56.21621621621622,13,0.34210526315789475,66.0,7.0,600.0,190.0,5.0,0.4473684210526316,0.5789473684210527,0.3157894736842105,7,29
2005-06,5,Bolton,38,19,19,15,11,12,11,4,56,1.4736842105263157,49,41,8,1.2894736842105263,1.0789473684210527,402.0,198.0,10.578947368421053,5.2105263157894735,49.25373134328358,15,0.39473684210526316,64.0,3.0,505.0,198.0,5.2105263157894735,0.39473684210526316,0.5789473684210527,0.21052631578947367,8,5
2005-06,5,West Ham,38,19,19,16,7,15,9,7,55,1.4473684210526316,52,55,-3,1.368421052631579,1.4473684210526316,354.0,173.0,9.31578947368421,4.552631578947368,48.87005649717514,9,0.23684210526315788,50.0,2.0,497.0,206.0,5.421052631578948,0.42105263157894735,0.47368421052631576,0.3684210526315789,9,43
2005-06,5,Wigan,38,19,19,15,6,17,7,8,51,1.3421052631578947,45,52,-7,1.1842105263157894,1.368421052631579,433.0,207.0,11.394736842105264,5.447368421052632,47.80600461893764,10,0.2631578947368421,54.0,4.0,493.0,169.0,4.447368421052632,0.39473684210526316,0.3684210526315789,0.42105263157894735,10,44
2005-06,5,Everton,38,19,19,14,8,16,8,6,50,1.3157894736842106,34,49,-15,0.8947368421052632,1.2894736842105263,378.0,206.0,9.947368421052632,5.421052631578948,54.4973544973545,13,0.34210526315789475,65.0,7.0,535.0,236.0,6.2105263157894735,0.3684210526315789,0.42105263157894735,0.3157894736842105,11,17
2005-06,5,Fulham,38,19,19,14,6,18,13,1,48,1.263157894736842,48,58,-10,1.263157894736842,1.5263157894736843,358.0,178.0,9.421052631578947,4.684210526315789,49.72067039106145,10,0.2631578947368421,63.0,2.0,460.0,165.0,4.342105263157895,0.3684210526315789,0.6842105263157895,0.05263157894736842,12,18
2005-06,5,Charlton,38,19,19,13,8,17,8,5,47,1.236842105263158,41,55,-14,1.0789473684210527,1.4473684210526316,371.0,183.0,9.763157894736842,4.815789473684211,49.32614555256065,13,0.34210526315789475,46.0,3.0,486.0,143.0,3.763157894736842,0.34210526315789475,0.42105263157894735,0.2631578947368421,13,12
2005-06,5,Middlesbrough,38,19,19,12,9,17,7,5,45,1.1842105263157894,48,58,-10,1.263157894736842,1.5263157894736843,396.0,219.0,10.421052631578947,5.7631578947368425,55.3030303030303,10,0.2631578947368421,54.0,3.0,496.0,184.0,4.842105263157895,0.3157894736842105,0.3684210526315789,0.2631578947368421,14,28
2005-06,5,Man City,38,19,19,13,4,21,9,4,43,1.131578947368421,43,48,-5,1.131578947368421,1.263157894736842,430.0,212.0,11.31578947368421,5.578947368421052,49.30232558139535,6,0.15789473684210525,70.0,4.0,514.0,203.0,5.342105263157895,0.34210526315789475,0.47368421052631576,0.21052631578947367,15,26
2005-06,5,Aston Villa,38,19,19,10,12,16,6,4,42,1.105263157894737,42,55,-13,1.105263157894737,1.4473684210526316,378.0,197.0,9.947368421052632,5.184210526315789,52.116402116402114,11,0.2894736842105263,62.0,2.0,537.0,237.0,6.2368421052631575,0.2631578947368421,0.3157894736842105,0.21052631578947367,16,1
2005-06,5,Portsmouth,38,19,19,10,8,20,5,5,38,1.0,37,62,-25,0.9736842105263158,1.631578947368421,411.0,222.0,10.81578947368421,5.842105263157895,54.01459854014598,5,0.13157894736842105,54.0,1.0,496.0,218.0,5.7368421052631575,0.2631578947368421,0.2631578947368421,0.2631578947368421,17,32
2005-06,5,Birmingham,38,19,19,8,10,20,6,2,34,0.8947368421052632,28,50,-22,0.7368421052631579,1.3157894736842106,354.0,168.0,9.31578947368421,4.421052631578948,47.45762711864407,10,0.2631578947368421,53.0,7.0,483.0,218.0,5.7368421052631575,0.21052631578947367,0.3157894736842105,0.10526315789473684,18,2
2005-06,5,West Brom,38,19,19,7,9,22,6,1,30,0.7894736842105263,31,58,-27,0.8157894736842105,1.5263157894736843,332.0,163.0,8.736842105263158,4.2894736842105265,49.096385542168676,10,0.2631578947368421,47.0,2.0,487.0,177.0,4.657894736842105,0.18421052631578946,0.3157894736842105,0.05263157894736842,19,42
2005-06,5,Sunderland,38,19,19,3,6,29,1,2,15,0.39473684210526316,26,69,-43,0.6842105263157895,1.8157894736842106,337.0,183.0,8.868421052631579,4.815789473684211,54.3026706231454,4,0.10526315789473684,69.0,4.0,538.0,177.0,4.657894736842105,0.07894736842105263,0.05263157894736842,0.10526315789473684,20,38
2006-07,6,Man United,38,19,19,28,5,5,15,13,89,2.3421052631578947,83,27,56,2.1842105263157894,0.7105263157894737,627.0,342.0,16.5,9.0,54.54545454545454,16,0.42105263157894735,60.0,1.0,426.0,258.0,6.7894736842105265,0.7368421052631579,0.7894736842105263,0.6842105263157895,1,27
2006-07,6,Chelsea,38,19,19,24,11,3,12,12,83,2.1842105263157894,64,24,40,1.6842105263157894,0.631578947368421,522.0,271.0,13.736842105263158,7.131578947368421,51.91570881226054,22,0.5789473684210527,64.0,4.0,436.0,230.0,6.052631578947368,0.631578947368421,0.631578947368421,0.631578947368421,2,13
2006-07,6,Liverpool,38,19,19,20,8,10,14,6,68,1.7894736842105263,57,27,30,1.5,0.7105263157894737,592.0,286.0,15.578947368421053,7.526315789473684,48.310810810810814,20,0.5263157894736842,43.0,0.0,444.0,282.0,7.421052631578948,0.5263157894736842,0.7368421052631579,0.3157894736842105,3,24
2006-07,6,Arsenal,38,19,19,19,11,8,12,7,68,1.7894736842105263,63,35,28,1.6578947368421053,0.9210526315789473,537.0,276.0,14.131578947368421,7.2631578947368425,51.39664804469274,12,0.3157894736842105,59.0,3.0,368.0,278.0,7.315789473684211,0.5,0.631578947368421,0.3684210526315789,4,0
2006-07,6,Tottenham,38,19,19,17,9,12,12,5,60,1.5789473684210527,57,54,3,1.5,1.4210526315789473,442.0,237.0,11.631578947368421,6.2368421052631575,53.619909502262445,6,0.15789473684210525,46.0,4.0,398.0,181.0,4.7631578947368425,0.4473684210526316,0.631578947368421,0.2631578947368421,5,40
2006-07,6,Everton,38,19,19,15,13,10,11,4,58,1.5263157894736843,52,36,16,1.368421052631579,0.9473684210526315,393.0,199.0,10.342105263157896,5.2368421052631575,50.63613231552163,14,0.3684210526315789,67.0,2.0,530.0,208.0,5.473684210526316,0.39473684210526316,0.5789473684210527,0.21052631578947367,6,17
2006-07,6,Bolton,38,19,19,16,8,14,9,7,56,1.4736842105263157,47,52,-5,1.236842105263158,1.368421052631579,350.0,184.0,9.210526315789474,4.842105263157895,52.57142857142857,12,0.3157894736842105,82.0,4.0,521.0,215.0,5.657894736842105,0.42105263157894735,0.47368421052631576,0.3684210526315789,7,5
2006-07,6,Reading,38,19,19,16,7,15,11,5,55,1.4473684210526316,52,47,5,1.368421052631579,1.236842105263158,353.0,170.0,9.289473684210526,4.473684210526316,48.1586402266289,13,0.34210526315789475,40.0,3.0,402.0,276.0,7.2631578947368425,0.42105263157894735,0.5789473684210527,0.2631578947368421,8,34
2006-07,6,Portsmouth,38,19,19,14,12,12,11,3,54,1.4210526315789473,45,42,3,1.1842105263157894,1.105263157894737,453.0,234.0,11.921052631578947,6.157894736842105,51.65562913907284,12,0.3157894736842105,49.0,1.0,521.0,245.0,6.447368421052632,0.3684210526315789,0.5789473684210527,0.15789473684210525,9,32
2006-07,6,Blackburn,38,19,19,15,7,16,9,6,52,1.368421052631579,52,54,-2,1.368421052631579,1.4210526315789473,418.0,208.0,11.0,5.473684210526316,49.760765550239235,8,0.21052631578947367,81.0,7.0,527.0,203.0,5.342105263157895,0.39473684210526316,0.47368421052631576,0.3157894736842105,10,3
2006-07,6,Aston Villa,38,19,19,11,17,10,7,4,50,1.3157894736842106,43,41,2,1.131578947368421,1.0789473684210527,404.0,211.0,10.631578947368421,5.552631578947368,52.22772277227723,13,0.34210526315789475,48.0,1.0,500.0,213.0,5.605263157894737,0.2894736842105263,0.3684210526315789,0.21052631578947367,11,1
2006-07,6,Middlesbrough,38,19,19,12,10,16,10,2,46,1.2105263157894737,44,49,-5,1.1578947368421053,1.2894736842105263,384.0,192.0,10.105263157894736,5.052631578947368,50.0,9,0.23684210526315788,65.0,2.0,510.0,188.0,4.947368421052632,0.3157894736842105,0.5263157894736842,0.10526315789473684,12,28
2006-07,6,Newcastle,38,19,19,11,10,17,7,4,43,1.131578947368421,38,47,-9,1.0,1.236842105263158,405.0,211.0,10.657894736842104,5.552631578947368,52.09876543209877,7,0.18421052631578946,67.0,1.0,466.0,194.0,5.105263157894737,0.2894736842105263,0.3684210526315789,0.21052631578947367,13,29
2006-07,6,Man City,38,19,19,11,9,18,5,6,42,1.105263157894737,29,44,-15,0.7631578947368421,1.1578947368421053,394.0,203.0,10.368421052631579,5.342105263157895,51.52284263959391,14,0.3684210526315789,60.0,4.0,533.0,195.0,5.131578947368421,0.2894736842105263,0.2631578947368421,0.3157894736842105,14,26
2006-07,6,West Ham,38,19,19,12,5,21,8,4,41,1.0789473684210527,35,59,-24,0.9210526315789473,1.5526315789473684,397.0,201.0,10.447368421052632,5.2894736842105265,50.62972292191436,9,0.23684210526315788,86.0,2.0,534.0,197.0,5.184210526315789,0.3157894736842105,0.42105263157894735,0.21052631578947367,15,43
2006-07,6,Fulham,38,19,19,8,15,15,7,1,39,1.0263157894736843,38,60,-22,1.0,1.5789473684210527,367.0,179.0,9.657894736842104,4.7105263157894735,48.77384196185286,7,0.18421052631578946,58.0,3.0,482.0,175.0,4.605263157894737,0.21052631578947367,0.3684210526315789,0.05263157894736842,16,18
2006-07,6,Wigan,38,19,19,10,8,20,5,5,38,1.0,37,59,-22,0.9736842105263158,1.5526315789473684,418.0,205.0,11.0,5.394736842105263,49.04306220095694,10,0.2631578947368421,76.0,3.0,477.0,177.0,4.657894736842105,0.2631578947368421,0.2631578947368421,0.2631578947368421,17,44
2006-07,6,Sheffield United,38,19,19,10,8,20,7,3,38,1.0,32,55,-23,0.8421052631578947,1.4473684210526316,402.0,202.0,10.578947368421053,5.315789473684211,50.24875621890548,9,0.23684210526315788,68.0,2.0,455.0,180.0,4.7368421052631575,0.2631578947368421,0.3684210526315789,0.15789473684210525,18,35
2006-07,6,Charlton,38,19,19,8,10,20,7,1,34,0.8947368421052632,34,60,-26,0.8947368421052632,1.5789473684210527,351.0,168.0,9.236842105263158,4.421052631578948,47.863247863247864,11,0.2894736842105263,58.0,4.0,428.0,180.0,4.7368421052631575,0.21052631578947367,0.3684210526315789,0.05263157894736842,19,12
2006-07,6,Watford,38,19,19,5,13,20,3,2,28,0.7368421052631579,29,59,-30,0.7631578947368421,1.5526315789473684,344.0,172.0,9.052631578947368,4.526315789473684,50.0,9,0.23684210526315788,48.0,2.0,562.0,211.0,5.552631578947368,0.13157894736842105,0.15789473684210525,0.10526315789473684,20,41
2007-08,7,Man United,38,19,19,27,6,5,17,10,87,2.289473684210526,80,22,58,2.1052631578947367,0.5789473684210527,620.0,353.0,16.31578947368421,9.289473684210526,56.935483870967744,21,0.5526315789473685,51.0,2.0,391.0,262.0,6.894736842105263,0.7105263157894737,0.8947368421052632,0.5263157894736842,1,27
2007-08,7,Chelsea,38,19,19,25,10,3,12,13,85,2.236842105263158,65,26,39,1.7105263157894737,0.6842105263157895,497.0,270.0,13.078947368421053,7.105263157894737,54.32595573440644,21,0.5526315789473685,65.0,6.0,432.0,254.0,6.684210526315789,0.6578947368421053,0.631578947368421,0.6842105263157895,2,13
2007-08,7,Arsenal,38,19,19,24,11,3,14,10,83,2.1842105263157894,74,31,43,1.9473684210526316,0.8157894736842105,530.0,289.0,13.947368421052632,7.605263157894737,54.52830188679245,15,0.39473684210526316,56.0,3.0,392.0,237.0,6.2368421052631575,0.631578947368421,0.7368421052631579,0.5263157894736842,3,0
2007-08,7,Liverpool,38,19,19,21,13,4,12,9,76,2.0,67,28,39,1.763157894736842,0.7368421052631579,607.0,320.0,15.973684210526315,8.421052631578947,52.71828665568369,18,0.47368421052631576,46.0,1.0,424.0,237.0,6.2368421052631575,0.5526315789473685,0.631578947368421,0.47368421052631576,4,24
2007-08,7,Everton,38,19,19,19,8,11,11,8,65,1.7105263157894737,55,33,22,1.4473684210526316,0.868421052631579,420.0,234.0,11.052631578947368,6.157894736842105,55.714285714285715,14,0.3684210526315789,40.0,3.0,456.0,198.0,5.2105263157894735,0.5,0.5789473684210527,0.42105263157894735,5,17
2007-08,7,Aston Villa,38,19,19,16,12,10,10,6,60,1.5789473684210527,71,51,20,1.868421052631579,1.3421052631578947,414.0,221.0,10.894736842105264,5.815789473684211,53.3816425120773,9,0.23684210526315788,56.0,4.0,508.0,228.0,6.0,0.42105263157894735,0.5263157894736842,0.3157894736842105,6,1
2007-08,7,Blackburn,38,19,19,15,13,10,8,7,58,1.5263157894736843,50,48,2,1.3157894736842106,1.263157894736842,448.0,237.0,11.789473684210526,6.2368421052631575,52.90178571428571,8,0.21052631578947367,74.0,6.0,531.0,198.0,5.2105263157894735,0.39473684210526316,0.42105263157894735,0.3684210526315789,7,3
2007-08,7,Portsmouth,38,19,19,16,9,13,7,9,57,1.5,48,40,8,1.263157894736842,1.0526315789473684,501.0,267.0,13.18421052631579,7.026315789473684,53.293413173652695,16,0.42105263157894735,58.0,3.0,508.0,185.0,4.868421052631579,0.42105263157894735,0.3684210526315789,0.47368421052631576,8,32
2007-08,7,Man City,38,19,19,15,10,13,11,4,55,1.4473684210526316,45,53,-8,1.1842105263157894,1.394736842105263,374.0,204.0,9.842105263157896,5.368421052631579,54.54545454545454,11,0.2894736842105263,51.0,4.0,383.0,156.0,4.105263157894737,0.39473684210526316,0.5789473684210527,0.21052631578947367,9,26
2007-08,7,West Ham,38,19,19,13,10,15,7,6,49,1.2894736842105263,42,50,-8,1.105263157894737,1.3157894736842106,426.0,223.0,11.210526315789474,5.868421052631579,52.347417840375584,8,0.21052631578947367,66.0,2.0,518.0,210.0,5.526315789473684,0.34210526315789475,0.3684210526315789,0.3157894736842105,10,43
2007-08,7,Tottenham,38,19,19,11,13,14,8,3,46,1.2105263157894737,66,61,5,1.736842105263158,1.605263157894737,493.0,288.0,12.973684210526315,7.578947368421052,58.41784989858012,9,0.23684210526315788,52.0,1.0,387.0,239.0,6.2894736842105265,0.2894736842105263,0.42105263157894735,0.15789473684210525,11,40
2007-08,7,Newcastle,38,19,19,11,10,17,8,3,43,1.131578947368421,45,65,-20,1.1842105263157894,1.7105263157894737,415.0,221.0,10.921052631578947,5.815789473684211,53.25301204819277,8,0.21052631578947367,61.0,1.0,452.0,213.0,5.605263157894737,0.2894736842105263,0.42105263157894735,0.15789473684210525,12,29
2007-08,7,Middlesbrough,38,19,19,10,12,16,7,3,42,1.105263157894737,43,53,-10,1.131578947368421,1.394736842105263,412.0,231.0,10.842105263157896,6.078947368421052,56.067961165048544,8,0.21052631578947367,84.0,2.0,523.0,221.0,5.815789473684211,0.2631578947368421,0.3684210526315789,0.15789473684210525,13,28
2007-08,7,Wigan,38,19,19,10,10,18,8,2,40,1.0526315789473684,34,51,-17,0.8947368421052632,1.3421052631578947,398.0,192.0,10.473684210526315,5.052631578947368,48.24120603015075,12,0.3157894736842105,61.0,4.0,475.0,185.0,4.868421052631579,0.2631578947368421,0.42105263157894735,0.10526315789473684,14,44
2007-08,7,Sunderland,38,19,19,11,6,21,9,2,39,1.0263157894736843,36,59,-23,0.9473684210526315,1.5526315789473684,401.0,209.0,10.552631578947368,5.5,52.119700748129674,7,0.18421052631578946,67.0,4.0,473.0,189.0,4.973684210526316,0.2894736842105263,0.47368421052631576,0.10526315789473684,15,38
2007-08,7,Bolton,38,19,19,9,10,19,7,2,37,0.9736842105263158,36,54,-18,0.9473684210526315,1.4210526315789473,390.0,219.0,10.263157894736842,5.7631578947368425,56.15384615384615,12,0.3157894736842105,76.0,0.0,498.0,209.0,5.5,0.23684210526315788,0.3684210526315789,0.10526315789473684,16,5
2007-08,7,Fulham,38,19,19,8,12,18,5,3,36,0.9473684210526315,38,60,-22,1.0,1.5789473684210527,384.0,206.0,10.105263157894736,5.421052631578948,53.645833333333336,7,0.18421052631578946,60.0,6.0,459.0,188.0,4.947368421052632,0.21052631578947367,0.2631578947368421,0.15789473684210525,17,18
2007-08,7,Reading,38,19,19,10,6,22,8,2,36,0.9473684210526315,41,66,-25,1.0789473684210527,1.736842105263158,369.0,191.0,9.710526315789474,5.026315789473684,51.76151761517615,8,0.21052631578947367,61.0,5.0,456.0,242.0,6.368421052631579,0.2631578947368421,0.42105263157894735,0.10526315789473684,18,34
2007-08,7,Birmingham,38,19,19,8,11,19,6,2,35,0.9210526315789473,46,62,-16,1.2105263157894737,1.631578947368421,349.0,189.0,9.18421052631579,4.973684210526316,54.15472779369628,3,0.07894736842105263,69.0,3.0,496.0,195.0,5.131578947368421,0.21052631578947367,0.3157894736842105,0.10526315789473684,19,2
2007-08,7,Derby,38,19,19,1,8,29,1,0,11,0.2894736842105263,20,89,-69,0.5263157894736842,2.3421052631578947,335.0,182.0,8.81578947368421,4.7894736842105265,54.328358208955216,3,0.07894736842105263,62.0,1.0,504.0,156.0,4.105263157894737,0.02631578947368421,0.05263157894736842,0.0,20,16
2008-09,8,Man United,38,19,19,28,6,4,16,12,90,2.3684210526315788,68,24,44,1.7894736842105263,0.631578947368421,621.0,376.0,16.342105263157894,9.894736842105264,60.547504025764894,24,0.631578947368421,64.0,5.0,382.0,259.0,6.815789473684211,0.7368421052631579,0.8421052631578947,0.631578947368421,1,27
2008-09,8,Liverpool,38,19,19,25,11,2,12,13,86,2.263157894736842,77,27,50,2.026315789473684,0.7105263157894737,609.0,311.0,16.026315789473685,8.18421052631579,51.06732348111659,20,0.5263157894736842,50.0,0.0,425.0,269.0,7.078947368421052,0.6578947368421053,0.631578947368421,0.6842105263157895,2,24
